university_id,system,year,rank
massachusetts-institute-technology-mit,qs,2016,1
massachusetts-institute-technology-mit,qs,2017,1
massachusetts-institute-technology-mit,qs,2018,1
massachusetts-institute-technology-mit,qs,2019,1
massachusetts-institute-technology-mit,qs,2021,1
massachusetts-institute-technology-mit,qs,2022,1
massachusetts-institute-technology-mit,qs,2023,1
massachusetts-institute-technology-mit,qs,2024,1
massachusetts-institute-technology-mit,qs,2025,1
massachusetts-institute-technology-mit,qs,2026,1
massachusetts-institute-technology-mit,qs,2027,1
massachusetts-institute-technology-mit,usnews,2026,2
massachusetts-institute-technology-mit,the,2011,3
massachusetts-institute-technology-mit,the,2012,7
massachusetts-institute-technology-mit,the,2013,5
massachusetts-institute-technology-mit,the,2014,5
massachusetts-institute-technology-mit,the,2015,6
massachusetts-institute-technology-mit,the,2016,5
massachusetts-institute-technology-mit,the,2017,5
massachusetts-institute-technology-mit,the,2018,5
massachusetts-institute-technology-mit,the,2019,4
massachusetts-institute-technology-mit,the,2020,5
massachusetts-institute-technology-mit,the,2021,5
massachusetts-institute-technology-mit,the,2022,5
massachusetts-institute-technology-mit,the,2023,5
massachusetts-institute-technology-mit,the,2024,3
massachusetts-institute-technology-mit,the,2025,2
massachusetts-institute-technology-mit,the,2026,2
harvard-university,qs,2016,2
harvard-university,qs,2017,3
harvard-university,qs,2018,3
harvard-university,qs,2019,3
harvard-university,qs,2021,3
harvard-university,qs,2022,5
harvard-university,qs,2023,5
harvard-university,qs,2024,4
harvard-university,qs,2025,4
harvard-university,qs,2026,5
harvard-university,qs,2027,5
harvard-university,usnews,2026,1
harvard-university,the,2011,1
harvard-university,the,2012,2
harvard-university,the,2013,4
harvard-university,the,2014,2
harvard-university,the,2015,2
harvard-university,the,2016,6
harvard-university,the,2017,6
harvard-university,the,2018,6
harvard-university,the,2019,6
harvard-university,the,2020,7
harvard-university,the,2021,3
harvard-university,the,2022,2
harvard-university,the,2023,2
harvard-university,the,2024,4
harvard-university,the,2025,3
harvard-university,the,2026,5
university-oxford,qs,2016,6
university-oxford,qs,2017,6
university-oxford,qs,2018,6
university-oxford,qs,2019,5
university-oxford,qs,2021,5
university-oxford,qs,2022,2
university-oxford,qs,2023,4
university-oxford,qs,2024,3
university-oxford,qs,2025,3
university-oxford,qs,2026,4
university-oxford,qs,2027,4
university-oxford,usnews,2026,4
university-oxford,the,2011,6
university-oxford,the,2012,4
university-oxford,the,2013,2
university-oxford,the,2014,2
university-oxford,the,2015,3
university-oxford,the,2016,2
university-oxford,the,2017,1
university-oxford,the,2018,1
university-oxford,the,2019,1
university-oxford,the,2020,1
university-oxford,the,2021,1
university-oxford,the,2022,1
university-oxford,the,2023,1
university-oxford,the,2024,1
university-oxford,the,2025,1
university-oxford,the,2026,1
imperial-college-london,qs,2016,8
imperial-college-london,qs,2017,9
imperial-college-london,qs,2018,8
imperial-college-london,qs,2019,8
imperial-college-london,qs,2021,8
imperial-college-london,qs,2022,7
imperial-college-london,qs,2023,6
imperial-college-london,qs,2024,6
imperial-college-london,qs,2025,2
imperial-college-london,qs,2026,2
imperial-college-london,qs,2027,2
imperial-college-london,usnews,2026,14
imperial-college-london,the,2011,9
imperial-college-london,the,2012,8
imperial-college-london,the,2013,8
imperial-college-london,the,2014,10
imperial-college-london,the,2015,9
imperial-college-london,the,2016,8
imperial-college-london,the,2017,8
imperial-college-london,the,2018,8
imperial-college-london,the,2019,9
imperial-college-london,the,2020,10
imperial-college-london,the,2021,11
imperial-college-london,the,2022,12
imperial-college-london,the,2023,10
imperial-college-london,the,2024,8
imperial-college-london,the,2025,9
imperial-college-london,the,2026,8
university-cambridge,qs,2016,3
university-cambridge,qs,2017,4
university-cambridge,qs,2018,5
university-cambridge,qs,2019,6
university-cambridge,qs,2021,7
university-cambridge,qs,2022,3
university-cambridge,qs,2023,2
university-cambridge,qs,2024,2
university-cambridge,qs,2025,5
university-cambridge,qs,2026,6
university-cambridge,qs,2027,6
university-cambridge,usnews,2026,5
university-cambridge,the,2011,6
university-cambridge,the,2012,6
university-cambridge,the,2013,7
university-cambridge,the,2014,7
university-cambridge,the,2015,5
university-cambridge,the,2016,4
university-cambridge,the,2017,4
university-cambridge,the,2018,2
university-cambridge,the,2019,2
university-cambridge,the,2020,3
university-cambridge,the,2021,6
university-cambridge,the,2022,5
university-cambridge,the,2023,3
university-cambridge,the,2024,5
university-cambridge,the,2025,5
university-cambridge,the,2026,3
stanford-university,qs,2016,3
stanford-university,qs,2017,2
stanford-university,qs,2018,2
stanford-university,qs,2019,2
stanford-university,qs,2021,2
stanford-university,qs,2022,3
stanford-university,qs,2023,3
stanford-university,qs,2024,5
stanford-university,qs,2025,6
stanford-university,qs,2026,3
stanford-university,qs,2027,2
stanford-university,usnews,2026,3
stanford-university,the,2011,4
stanford-university,the,2012,2
stanford-university,the,2013,2
stanford-university,the,2014,4
stanford-university,the,2015,4
stanford-university,the,2016,3
stanford-university,the,2017,3
stanford-university,the,2018,3
stanford-university,the,2019,3
stanford-university,the,2020,4
stanford-university,the,2021,2
stanford-university,the,2022,4
stanford-university,the,2023,3
stanford-university,the,2024,2
stanford-university,the,2025,6
stanford-university,the,2026,5
princeton-university,qs,2016,11
princeton-university,qs,2017,11
princeton-university,qs,2018,13
princeton-university,qs,2019,13
princeton-university,qs,2021,12
princeton-university,qs,2022,20
princeton-university,qs,2023,16
princeton-university,qs,2024,17
princeton-university,qs,2025,22
princeton-university,qs,2026,25
princeton-university,qs,2027,27
princeton-university,usnews,2026,14
princeton-university,the,2011,5
princeton-university,the,2012,5
princeton-university,the,2013,6
princeton-university,the,2014,6
princeton-university,the,2015,7
princeton-university,the,2016,7
princeton-university,the,2017,7
princeton-university,the,2018,7
princeton-university,the,2019,7
princeton-university,the,2020,6
princeton-university,the,2021,9
princeton-university,the,2022,7
princeton-university,the,2023,7
princeton-university,the,2024,6
princeton-university,the,2025,4
princeton-university,the,2026,3
tsinghua-university,qs,2016,25
tsinghua-university,qs,2017,24
tsinghua-university,qs,2018,25
tsinghua-university,qs,2019,17
tsinghua-university,qs,2021,15
tsinghua-university,qs,2022,17
tsinghua-university,qs,2023,14
tsinghua-university,qs,2024,25
tsinghua-university,qs,2025,20
tsinghua-university,qs,2026,17
tsinghua-university,qs,2027,14
tsinghua-university,usnews,2026,6
tsinghua-university,the,2011,58
tsinghua-university,the,2012,71
tsinghua-university,the,2013,52
tsinghua-university,the,2014,50
tsinghua-university,the,2015,49
tsinghua-university,the,2016,47
tsinghua-university,the,2017,35
tsinghua-university,the,2018,30
tsinghua-university,the,2019,22
tsinghua-university,the,2020,23
tsinghua-university,the,2021,20
tsinghua-university,the,2022,16
tsinghua-university,the,2023,16
tsinghua-university,the,2024,12
tsinghua-university,the,2025,12
tsinghua-university,the,2026,12
california-institute-technology-caltech,qs,2016,5
california-institute-technology-caltech,qs,2017,5
california-institute-technology-caltech,qs,2018,4
california-institute-technology-caltech,qs,2019,4
california-institute-technology-caltech,qs,2021,4
california-institute-technology-caltech,qs,2022,6
california-institute-technology-caltech,qs,2023,6
california-institute-technology-caltech,qs,2024,15
california-institute-technology-caltech,qs,2025,10
california-institute-technology-caltech,qs,2026,10
california-institute-technology-caltech,qs,2027,7
california-institute-technology-caltech,usnews,2026,23
california-institute-technology-caltech,the,2011,2
california-institute-technology-caltech,the,2012,1
california-institute-technology-caltech,the,2013,1
california-institute-technology-caltech,the,2014,1
california-institute-technology-caltech,the,2015,1
california-institute-technology-caltech,the,2016,1
california-institute-technology-caltech,the,2017,2
california-institute-technology-caltech,the,2018,3
california-institute-technology-caltech,the,2019,5
california-institute-technology-caltech,the,2020,2
california-institute-technology-caltech,the,2021,4
california-institute-technology-caltech,the,2022,2
california-institute-technology-caltech,the,2023,6
california-institute-technology-caltech,the,2024,7
california-institute-technology-caltech,the,2025,7
california-institute-technology-caltech,the,2026,7
eth-zurich,qs,2016,9
eth-zurich,qs,2017,8
eth-zurich,qs,2018,10
eth-zurich,qs,2019,7
eth-zurich,qs,2021,6
eth-zurich,qs,2022,8
eth-zurich,qs,2023,9
eth-zurich,qs,2024,7
eth-zurich,qs,2025,7
eth-zurich,qs,2026,7
eth-zurich,qs,2027,8
eth-zurich,the,2011,15
eth-zurich,the,2012,15
eth-zurich,the,2013,12
eth-zurich,the,2014,14
eth-zurich,the,2015,13
eth-zurich,the,2016,9
eth-zurich,the,2017,9
eth-zurich,the,2018,10
eth-zurich,the,2019,11
eth-zurich,the,2020,13
eth-zurich,the,2021,14
eth-zurich,the,2022,15
eth-zurich,the,2023,11
eth-zurich,the,2024,11
eth-zurich,the,2025,11
eth-zurich,the,2026,11
university-california-berkeley-ucb,qs,2016,26
university-california-berkeley-ucb,qs,2017,28
university-california-berkeley-ucb,qs,2018,27
university-california-berkeley-ucb,qs,2019,27
university-california-berkeley-ucb,qs,2021,30
university-california-berkeley-ucb,qs,2022,32
university-california-berkeley-ucb,qs,2023,27
university-california-berkeley-ucb,qs,2024,10
university-california-berkeley-ucb,qs,2025,12
university-california-berkeley-ucb,qs,2026,17
university-california-berkeley-ucb,qs,2027,20
university-california-berkeley-ucb,usnews,2026,7
university-california-berkeley-ucb,the,2011,8
university-california-berkeley-ucb,the,2012,10
university-california-berkeley-ucb,the,2013,9
university-california-berkeley-ucb,the,2014,8
university-california-berkeley-ucb,the,2015,8
university-california-berkeley-ucb,the,2016,13
university-california-berkeley-ucb,the,2017,10
university-california-berkeley-ucb,the,2018,18
university-california-berkeley-ucb,the,2019,15
university-california-berkeley-ucb,the,2020,13
university-california-berkeley-ucb,the,2021,7
university-california-berkeley-ucb,the,2022,8
university-california-berkeley-ucb,the,2023,8
university-california-berkeley-ucb,the,2024,9
university-california-berkeley-ucb,the,2025,8
university-california-berkeley-ucb,the,2026,9
national-university-singapore-nus,qs,2016,12
national-university-singapore-nus,qs,2017,12
national-university-singapore-nus,qs,2018,15
national-university-singapore-nus,qs,2019,11
national-university-singapore-nus,qs,2021,11
national-university-singapore-nus,qs,2022,11
national-university-singapore-nus,qs,2023,11
national-university-singapore-nus,qs,2024,8
national-university-singapore-nus,qs,2025,8
national-university-singapore-nus,qs,2026,8
national-university-singapore-nus,qs,2027,10
national-university-singapore-nus,usnews,2026,16
national-university-singapore-nus,the,2011,34
national-university-singapore-nus,the,2012,40
national-university-singapore-nus,the,2013,29
national-university-singapore-nus,the,2014,26
national-university-singapore-nus,the,2015,25
national-university-singapore-nus,the,2016,26
national-university-singapore-nus,the,2017,24
national-university-singapore-nus,the,2018,22
national-university-singapore-nus,the,2019,23
national-university-singapore-nus,the,2020,25
national-university-singapore-nus,the,2021,25
national-university-singapore-nus,the,2022,21
national-university-singapore-nus,the,2023,19
national-university-singapore-nus,the,2024,19
national-university-singapore-nus,the,2025,17
national-university-singapore-nus,the,2026,17
yale-university,qs,2016,15
yale-university,qs,2017,15
yale-university,qs,2018,16
yale-university,qs,2019,15
yale-university,qs,2021,17
yale-university,qs,2022,14
yale-university,qs,2023,18
yale-university,qs,2024,16
yale-university,qs,2025,23
yale-university,qs,2026,21
yale-university,qs,2027,16
yale-university,usnews,2026,8
yale-university,the,2011,10
yale-university,the,2012,11
yale-university,the,2013,11
yale-university,the,2014,11
yale-university,the,2015,9
yale-university,the,2016,12
yale-university,the,2017,12
yale-university,the,2018,12
yale-university,the,2019,8
yale-university,the,2020,8
yale-university,the,2021,8
yale-university,the,2022,9
yale-university,the,2023,9
yale-university,the,2024,10
yale-university,the,2025,10
yale-university,the,2026,10
ucl,qs,2016,7
ucl,qs,2017,7
ucl,qs,2018,7
ucl,qs,2019,10
ucl,qs,2021,10
ucl,qs,2022,8
ucl,qs,2023,8
ucl,qs,2024,9
ucl,qs,2025,9
ucl,qs,2026,9
ucl,qs,2027,8
ucl,the,2011,22
ucl,the,2012,17
ucl,the,2013,17
ucl,the,2014,21
ucl,the,2015,22
ucl,the,2016,14
ucl,the,2017,15
ucl,the,2018,16
ucl,the,2019,14
ucl,the,2020,15
ucl,the,2021,16
ucl,the,2022,18
ucl,the,2023,22
ucl,the,2024,22
ucl,the,2025,22
ucl,the,2026,22
usn-university-college-london-501693,usnews,2026,9
columbia-university,qs,2016,22
columbia-university,qs,2017,20
columbia-university,qs,2018,18
columbia-university,qs,2019,16
columbia-university,qs,2021,19
columbia-university,qs,2022,19
columbia-university,qs,2023,22
columbia-university,qs,2024,23
columbia-university,qs,2025,34
columbia-university,qs,2026,38
columbia-university,qs,2027,43
columbia-university,usnews,2026,10
columbia-university,the,2011,18
columbia-university,the,2012,12
columbia-university,the,2013,14
columbia-university,the,2014,13
columbia-university,the,2015,14
columbia-university,the,2016,15
columbia-university,the,2017,16
columbia-university,the,2018,14
columbia-university,the,2019,16
columbia-university,the,2020,16
columbia-university,the,2021,17
columbia-university,the,2022,11
columbia-university,the,2023,11
columbia-university,the,2024,17
columbia-university,the,2025,18
columbia-university,the,2026,20
university-california-los-angeles-ucla,qs,2016,27
university-california-los-angeles-ucla,qs,2017,31
university-california-los-angeles-ucla,qs,2018,33
university-california-los-angeles-ucla,qs,2019,32
university-california-los-angeles-ucla,qs,2021,36
university-california-los-angeles-ucla,qs,2022,40
university-california-los-angeles-ucla,qs,2023,44
university-california-los-angeles-ucla,qs,2024,29
university-california-los-angeles-ucla,qs,2025,42
university-california-los-angeles-ucla,qs,2026,46
university-california-los-angeles-ucla,qs,2027,49
university-california-los-angeles-ucla,usnews,2026,11
university-california-los-angeles-ucla,the,2011,11
university-california-los-angeles-ucla,the,2012,13
university-california-los-angeles-ucla,the,2013,13
university-california-los-angeles-ucla,the,2014,12
university-california-los-angeles-ucla,the,2015,12
university-california-los-angeles-ucla,the,2016,16
university-california-los-angeles-ucla,the,2017,14
university-california-los-angeles-ucla,the,2018,15
university-california-los-angeles-ucla,the,2019,17
university-california-los-angeles-ucla,the,2020,17
university-california-los-angeles-ucla,the,2021,15
university-california-los-angeles-ucla,the,2022,20
university-california-los-angeles-ucla,the,2023,21
university-california-los-angeles-ucla,the,2024,18
university-california-los-angeles-ucla,the,2025,18
university-california-los-angeles-ucla,the,2026,18
university-hong-kong,qs,2016,30
university-hong-kong,qs,2017,27
university-hong-kong,qs,2018,26
university-hong-kong,qs,2019,25
university-hong-kong,qs,2021,22
university-hong-kong,qs,2022,22
university-hong-kong,qs,2023,21
university-hong-kong,qs,2024,26
university-hong-kong,qs,2025,17
university-hong-kong,qs,2026,11
university-hong-kong,qs,2027,11
university-hong-kong,usnews,2026,40
university-hong-kong,the,2011,21
university-hong-kong,the,2012,34
university-hong-kong,the,2013,35
university-hong-kong,the,2014,43
university-hong-kong,the,2015,43
university-hong-kong,the,2016,44
university-hong-kong,the,2017,43
university-hong-kong,the,2018,40
university-hong-kong,the,2019,36
university-hong-kong,the,2020,35
university-hong-kong,the,2021,39
university-hong-kong,the,2022,30
university-hong-kong,the,2023,31
university-hong-kong,the,2024,35
university-hong-kong,the,2025,35
university-hong-kong,the,2026,33
nanyang-technological-university-singapore-ntu-singapore,qs,2016,13
nanyang-technological-university-singapore-ntu-singapore,qs,2017,13
nanyang-technological-university-singapore-ntu-singapore,qs,2018,11
nanyang-technological-university-singapore-ntu-singapore,qs,2019,12
nanyang-technological-university-singapore-ntu-singapore,qs,2021,13
nanyang-technological-university-singapore-ntu-singapore,qs,2022,12
nanyang-technological-university-singapore-ntu-singapore,qs,2023,19
nanyang-technological-university-singapore-ntu-singapore,qs,2024,26
nanyang-technological-university-singapore-ntu-singapore,qs,2025,15
nanyang-technological-university-singapore-ntu-singapore,qs,2026,12
nanyang-technological-university-singapore-ntu-singapore,qs,2027,12
nanyang-technological-university-singapore-ntu-singapore,the,2011,174
nanyang-technological-university-singapore-ntu-singapore,the,2012,169
nanyang-technological-university-singapore-ntu-singapore,the,2013,86
nanyang-technological-university-singapore-ntu-singapore,the,2014,76
nanyang-technological-university-singapore-ntu-singapore,the,2015,61
nanyang-technological-university-singapore-ntu-singapore,the,2016,55
nanyang-technological-university-singapore-ntu-singapore,the,2017,54
nanyang-technological-university-singapore-ntu-singapore,the,2018,52
nanyang-technological-university-singapore-ntu-singapore,the,2019,51
nanyang-technological-university-singapore-ntu-singapore,the,2020,48
nanyang-technological-university-singapore-ntu-singapore,the,2021,47
nanyang-technological-university-singapore-ntu-singapore,the,2022,46
nanyang-technological-university-singapore-ntu-singapore,the,2023,36
nanyang-technological-university-singapore-ntu-singapore,the,2024,32
nanyang-technological-university-singapore-ntu-singapore,the,2025,30
nanyang-technological-university-singapore-ntu-singapore,the,2026,31
university-washington,qs,2016,65
university-washington,qs,2017,59
university-washington,qs,2018,61
university-washington,qs,2019,66
university-washington,qs,2021,72
university-washington,qs,2022,85
university-washington,qs,2023,80
university-washington,qs,2024,63
university-washington,qs,2025,76
university-washington,qs,2026,81
university-washington,qs,2027,92
university-washington,usnews,2026,12
university-washington,the,2011,23
university-washington,the,2012,25
university-washington,the,2013,24
university-washington,the,2014,25
university-washington,the,2015,26
university-washington,the,2016,32
university-washington,the,2017,25
university-washington,the,2018,25
university-washington,the,2019,28
university-washington,the,2020,26
university-washington,the,2021,29
university-washington,the,2022,29
university-washington,the,2023,26
university-washington,the,2024,25
university-washington,the,2025,25
university-washington,the,2026,25
university-chicago,qs,2016,10
university-chicago,qs,2017,10
university-chicago,qs,2018,9
university-chicago,qs,2019,9
university-chicago,qs,2021,9
university-chicago,qs,2022,10
university-chicago,qs,2023,10
university-chicago,qs,2024,11
university-chicago,qs,2025,21
university-chicago,qs,2026,13
university-chicago,qs,2027,24
university-chicago,usnews,2026,25
university-chicago,the,2011,12
university-chicago,the,2012,9
university-chicago,the,2013,10
university-chicago,the,2014,9
university-chicago,the,2015,11
university-chicago,the,2016,10
university-chicago,the,2017,10
university-chicago,the,2018,9
university-chicago,the,2019,10
university-chicago,the,2020,9
university-chicago,the,2021,10
university-chicago,the,2022,10
university-chicago,the,2023,13
university-chicago,the,2024,13
university-chicago,the,2025,14
university-chicago,the,2026,15
cornell-university,qs,2016,17
cornell-university,qs,2017,16
cornell-university,qs,2018,14
cornell-university,qs,2019,14
cornell-university,qs,2021,18
cornell-university,qs,2022,21
cornell-university,qs,2023,20
cornell-university,qs,2024,13
cornell-university,qs,2025,16
cornell-university,qs,2026,16
cornell-university,qs,2027,16
cornell-university,usnews,2026,13
cornell-university,the,2011,14
cornell-university,the,2012,20
cornell-university,the,2013,18
cornell-university,the,2014,19
cornell-university,the,2015,19
cornell-university,the,2016,18
cornell-university,the,2017,19
cornell-university,the,2018,19
cornell-university,the,2019,19
cornell-university,the,2020,19
cornell-university,the,2021,19
cornell-university,the,2022,22
cornell-university,the,2023,20
cornell-university,the,2024,20
cornell-university,the,2025,20
cornell-university,the,2026,18
peking-university,qs,2016,41
peking-university,qs,2017,39
peking-university,qs,2018,38
peking-university,qs,2019,30
peking-university,qs,2021,23
peking-university,qs,2022,18
peking-university,qs,2023,12
peking-university,qs,2024,17
peking-university,qs,2025,14
peking-university,qs,2026,14
peking-university,qs,2027,13
peking-university,usnews,2026,19
peking-university,the,2011,37
peking-university,the,2012,49
peking-university,the,2013,46
peking-university,the,2014,45
peking-university,the,2015,48
peking-university,the,2016,42
peking-university,the,2017,29
peking-university,the,2018,27
peking-university,the,2019,31
peking-university,the,2020,24
peking-university,the,2021,23
peking-university,the,2022,16
peking-university,the,2023,17
peking-university,the,2024,14
peking-university,the,2025,13
peking-university,the,2026,13
university-pennsylvania,qs,2016,18
university-pennsylvania,qs,2017,18
university-pennsylvania,qs,2018,19
university-pennsylvania,qs,2019,19
university-pennsylvania,qs,2021,16
university-pennsylvania,qs,2022,13
university-pennsylvania,qs,2023,13
university-pennsylvania,qs,2024,12
university-pennsylvania,qs,2025,11
university-pennsylvania,qs,2026,15
university-pennsylvania,qs,2027,15
university-pennsylvania,usnews,2026,17
university-pennsylvania,the,2011,19
university-pennsylvania,the,2012,16
university-pennsylvania,the,2013,15
university-pennsylvania,the,2014,16
university-pennsylvania,the,2015,16
university-pennsylvania,the,2016,17
university-pennsylvania,the,2017,13
university-pennsylvania,the,2018,10
university-pennsylvania,the,2019,12
university-pennsylvania,the,2020,11
university-pennsylvania,the,2021,13
university-pennsylvania,the,2022,13
university-pennsylvania,the,2023,14
university-pennsylvania,the,2024,16
university-pennsylvania,the,2025,14
university-pennsylvania,the,2026,14
johns-hopkins-university,qs,2016,16
johns-hopkins-university,qs,2017,17
johns-hopkins-university,qs,2018,17
johns-hopkins-university,qs,2019,21
johns-hopkins-university,qs,2021,25
johns-hopkins-university,qs,2022,25
johns-hopkins-university,qs,2023,24
johns-hopkins-university,qs,2024,28
johns-hopkins-university,qs,2025,32
johns-hopkins-university,qs,2026,24
johns-hopkins-university,qs,2027,20
johns-hopkins-university,usnews,2026,17
johns-hopkins-university,the,2011,13
johns-hopkins-university,the,2012,14
johns-hopkins-university,the,2013,16
johns-hopkins-university,the,2014,15
johns-hopkins-university,the,2015,15
johns-hopkins-university,the,2016,11
johns-hopkins-university,the,2017,17
johns-hopkins-university,the,2018,13
johns-hopkins-university,the,2019,12
johns-hopkins-university,the,2020,12
johns-hopkins-university,the,2021,12
johns-hopkins-university,the,2022,13
johns-hopkins-university,the,2023,15
johns-hopkins-university,the,2024,15
johns-hopkins-university,the,2025,16
johns-hopkins-university,the,2026,16
university-melbourne,qs,2016,42
university-melbourne,qs,2017,42
university-melbourne,qs,2018,41
university-melbourne,qs,2019,39
university-melbourne,qs,2021,41
university-melbourne,qs,2022,37
university-melbourne,qs,2023,33
university-melbourne,qs,2024,14
university-melbourne,qs,2025,13
university-melbourne,qs,2026,19
university-melbourne,qs,2027,22
university-melbourne,usnews,2026,28
university-melbourne,the,2011,36
university-melbourne,the,2012,37
university-melbourne,the,2013,28
university-melbourne,the,2014,34
university-melbourne,the,2015,33
university-melbourne,the,2016,33
university-melbourne,the,2017,33
university-melbourne,the,2018,32
university-melbourne,the,2019,32
university-melbourne,the,2020,32
university-melbourne,the,2021,31
university-melbourne,the,2022,33
university-melbourne,the,2023,34
university-melbourne,the,2024,37
university-melbourne,the,2025,39
university-melbourne,the,2026,37
university-toronto,qs,2016,34
university-toronto,qs,2017,32
university-toronto,qs,2018,31
university-toronto,qs,2019,28
university-toronto,qs,2021,25
university-toronto,qs,2022,26
university-toronto,qs,2023,34
university-toronto,qs,2024,21
university-toronto,qs,2025,25
university-toronto,qs,2026,29
university-toronto,qs,2027,32
university-toronto,usnews,2026,20
university-toronto,the,2011,17
university-toronto,the,2012,19
university-toronto,the,2013,21
university-toronto,the,2014,20
university-toronto,the,2015,20
university-toronto,the,2016,19
university-toronto,the,2017,22
university-toronto,the,2018,22
university-toronto,the,2019,21
university-toronto,the,2020,18
university-toronto,the,2021,18
university-toronto,the,2022,18
university-toronto,the,2023,18
university-toronto,the,2024,21
university-toronto,the,2025,21
university-toronto,the,2026,21
university-new-south-wales-unsw-sydney,qs,2016,46
university-new-south-wales-unsw-sydney,qs,2017,49
university-new-south-wales-unsw-sydney,qs,2018,45
university-new-south-wales-unsw-sydney,qs,2019,45
university-new-south-wales-unsw-sydney,qs,2021,44
university-new-south-wales-unsw-sydney,qs,2022,43
university-new-south-wales-unsw-sydney,qs,2023,45
university-new-south-wales-unsw-sydney,qs,2024,19
university-new-south-wales-unsw-sydney,qs,2025,19
university-new-south-wales-unsw-sydney,qs,2026,20
university-new-south-wales-unsw-sydney,qs,2027,19
university-new-south-wales-unsw-sydney,usnews,2026,33
university-michigan-ann-arbor,qs,2016,30
university-michigan-ann-arbor,qs,2017,23
university-michigan-ann-arbor,qs,2018,21
university-michigan-ann-arbor,qs,2019,20
university-michigan-ann-arbor,qs,2021,21
university-michigan-ann-arbor,qs,2022,23
university-michigan-ann-arbor,qs,2023,25
university-michigan-ann-arbor,qs,2024,33
university-michigan-ann-arbor,qs,2025,44
university-michigan-ann-arbor,qs,2026,45
university-michigan-ann-arbor,qs,2027,51
university-michigan-ann-arbor,usnews,2026,21
university-michigan-ann-arbor,the,2011,15
university-michigan-ann-arbor,the,2012,18
university-michigan-ann-arbor,the,2013,20
university-michigan-ann-arbor,the,2014,18
university-michigan-ann-arbor,the,2015,17
university-michigan-ann-arbor,the,2016,21
university-michigan-ann-arbor,the,2017,21
university-michigan-ann-arbor,the,2018,21
university-michigan-ann-arbor,the,2019,20
university-michigan-ann-arbor,the,2020,21
university-michigan-ann-arbor,the,2021,22
university-michigan-ann-arbor,the,2022,24
university-michigan-ann-arbor,the,2023,23
university-michigan-ann-arbor,the,2024,23
university-michigan-ann-arbor,the,2025,22
university-michigan-ann-arbor,the,2026,23
epfl-ecole-polytechnique-federale-de-lausanne,qs,2016,14
epfl-ecole-polytechnique-federale-de-lausanne,qs,2017,14
epfl-ecole-polytechnique-federale-de-lausanne,qs,2018,12
epfl-ecole-polytechnique-federale-de-lausanne,qs,2019,22
epfl-ecole-polytechnique-federale-de-lausanne,qs,2021,14
epfl-ecole-polytechnique-federale-de-lausanne,qs,2022,14
epfl-ecole-polytechnique-federale-de-lausanne,qs,2023,16
epfl-ecole-polytechnique-federale-de-lausanne,qs,2024,36
epfl-ecole-polytechnique-federale-de-lausanne,qs,2025,26
epfl-ecole-polytechnique-federale-de-lausanne,qs,2026,22
epfl-ecole-polytechnique-federale-de-lausanne,qs,2027,22
technical-university-munich,qs,2016,60
technical-university-munich,qs,2017,60
technical-university-munich,qs,2018,64
technical-university-munich,qs,2019,61
technical-university-munich,qs,2021,50
technical-university-munich,qs,2022,50
technical-university-munich,qs,2023,49
technical-university-munich,qs,2024,37
technical-university-munich,qs,2025,28
technical-university-munich,qs,2026,22
technical-university-munich,qs,2027,25
technical-university-munich,usnews,2026,73
technical-university-munich,the,2011,101
technical-university-munich,the,2012,88
technical-university-munich,the,2013,105
technical-university-munich,the,2014,87
technical-university-munich,the,2015,98
technical-university-munich,the,2016,53
technical-university-munich,the,2017,46
technical-university-munich,the,2018,41
technical-university-munich,the,2019,44
technical-university-munich,the,2020,43
technical-university-munich,the,2021,41
technical-university-munich,the,2022,38
technical-university-munich,the,2023,30
technical-university-munich,the,2024,30
technical-university-munich,the,2025,26
technical-university-munich,the,2026,27
university-california-san-francisco,qs,2018,1001
university-california-san-francisco,usnews,2026,22
university-california-san-diego-ucsd,qs,2016,44
university-california-san-diego-ucsd,qs,2017,40
university-california-san-diego-ucsd,qs,2018,38
university-california-san-diego-ucsd,qs,2019,41
university-california-san-diego-ucsd,qs,2021,54
university-california-san-diego-ucsd,qs,2022,48
university-california-san-diego-ucsd,qs,2023,53
university-california-san-diego-ucsd,qs,2024,62
university-california-san-diego-ucsd,qs,2025,72
university-california-san-diego-ucsd,qs,2026,66
university-california-san-diego-ucsd,qs,2027,81
university-california-san-diego-ucsd,usnews,2026,23
university-california-san-diego-ucsd,the,2011,32
university-california-san-diego-ucsd,the,2012,33
university-california-san-diego-ucsd,the,2013,38
university-california-san-diego-ucsd,the,2014,40
university-california-san-diego-ucsd,the,2015,41
university-california-san-diego-ucsd,the,2016,39
university-california-san-diego-ucsd,the,2017,41
university-california-san-diego-ucsd,the,2018,31
university-california-san-diego-ucsd,the,2019,30
university-california-san-diego-ucsd,the,2020,31
university-california-san-diego-ucsd,the,2021,33
university-california-san-diego-ucsd,the,2022,34
university-california-san-diego-ucsd,the,2023,32
university-california-san-diego-ucsd,the,2024,34
university-california-san-diego-ucsd,the,2025,34
university-california-san-diego-ucsd,the,2026,47
carnegie-mellon-university,qs,2016,62
carnegie-mellon-university,qs,2017,58
carnegie-mellon-university,qs,2018,47
carnegie-mellon-university,qs,2019,46
carnegie-mellon-university,qs,2021,51
carnegie-mellon-university,qs,2022,53
carnegie-mellon-university,qs,2023,52
carnegie-mellon-university,qs,2024,52
carnegie-mellon-university,qs,2025,58
carnegie-mellon-university,qs,2026,52
